SITE_ID,COUNTRY,IGBP,LOCATION_LAT,LOCATION_LONG,MAP,URL_FLUXNET,UTC_OFFSET,isduplicated,FLUX_MEASUREMENTS_DATE_END,FLUX_MEASUREMENTS_DATE_START,FLUX_MEASUREMENTS_METHOD,FLUX_MEASUREMENTS_VARIABLE,LOCATION_DATE_START,LOCATION_ELEV,MAT,TERRAIN,WIND_DIRECTION,ACKNOWLEDGEMENT,ASPECT,DOM_DIST_MGMT,FLUX_MEASUREMENTS_OPERATIONS,REFERENCE_COMMENT,REFERENCE_DOI,REFERENCE_PAPER,REFERENCE_USAGE,RESEARCH_TOPIC,SHIPPING_ADDRESS,SITE_DESC,SITE_FUNDING,SITE_SNOW_COVER_DAYS,SURFACE_HOMOGENEITY,TOWER_POWER,TOWER_TYPE,URL,ACKNOWLEDGEMENT_COMMENT,DM_COMMENT,DM_DATE,DM_FORESTRY,FLUX_MEASUREMENTS_COMMENT,IGBP_COMMENT,LAND_OWNER,LAND_OWNERSHIP,STATE,DM_FIRE,LOCATION_COMMENT,DM_INS_PATH,UTC_OFFSET_DATE_START,UTC_OFFSET_COMMENT,IGBP_DATE_START,DM_GENERAL,DM_DATE_UNC,DM_ENCROACH,DM_EXT_WEATHER,DM_WATER,DM_DATE_END,DM_DATE_START,DM_SURF,DM_SURF_MEAS_UNC,DM_GRAZE,V1
US-Tw4,USA,WET,38.1030,-121.6414,421,http://sites.fluxdata.org/US-Tw4/,-8,NA,NA,20131125,Eddy Covariance,CO2,20131125,-5,15.6,Flat,W,"Biometeorology Lab, University of California, Berkeley, PI:  Dennis Baldocchi",FLAT,Hydrologic event,Continuous operation,NA,NA,NA,NA,"The research approach of the University of California, Berkeley Biometeorology Laboratory involves the coordinated use of experimental measurements and theoretical models to understand the physical, biological, and chemical processes that control trace gas fluxes between the biosphere and atmosphere and to quantify their temporal and spatial variations. The research objectives of the Mayberry Wetland, Twitchell Wetland, Sherman Island, Twitchell Island, Twitchell Alfalfa,  and Twitchell Corn, and Twitchell East End Wetland sites are as follows: 1) Describe differences in the fluxes of CO2, CH4, H2O, and energy between different land uses; 2) Understand the mechanisms controlling these fluxes; 3) Use ecosystem modeling to understand controls on these mechanisms under different environmental scenarios. These six sites were selected to capture a wide range of inundated conditions within the Sacramento-San Joaquin River Delta. The research focuses on the eddy covariance technique to measure CH4, CO2, H2O, and energy fluxes and works to combine measurements of both net fluxes and partitioned fluxes in order to achieve a mechanistic understanding of the ecological controls on current and future carbon flux in the Delta.",NA,"The Twitchell East End Wetland is a newly constructed restored wetland on Twitchell Island, CA. This site and the surrounding region are part of the San Joaquin - Sacramento River Delta drained beginning in the 1850's and subsequently used for agriculture. The site was previously a corn field. The wetland was designed to have a mix of vegetated and open water channels and ponds (due to surface elevation differences). Flooding of the wetland was done gradually beginning in January, 2014. Berms wind throughout the wetland to allow vehicle access. Tule and Cattail plant material from a nearby wetland were spread along the berms immediately prior to flooding to facilitate plant establishment and stabilization of the berms from wind/water erosion. The tower was installed on November 25, 2013.",California Department of Water Resources,0,800,NA,NA,NA,NA,NA,NA,NA,NA,cattail and tule vegetation,State of California,public,CA,NA,NA,NA,NA,NA,201401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Twt,USA,CRO,38.1087,-121.6530,421,http://sites.fluxdata.org/US-Twt/,-8,FALSE,NA,20090425,Eddy Covariance,CO2,20090722,NA,15.6,Flat,W,California Department of Water Resources; USDA/AFRI,FLAT,Agriculture,Continuous operation,NA,http://dx.doi.org/10.1016/j.agrformet.2016.04.001,"Baldocchi, D., S. Knox, I. Dronova, J. Verfaillie, P. Oikawa, C. Sturtevant, J. H. Matthes, and M. Detto. 2016. The impact of expanding flooded land area on the annual evaporation of rice. Agricultural and Forest Meteorology 223:181-193.",Alt_Citation,"The research approach of the University of California, Berkeley Biometeorology Laboratory involves the coordinated use of experimental measurements and theoretical models to understand the physical, biological, and chemical processes that control trace gas fluxes between the biosphere and atmosphere and to quantify their temporal and spatial variations. They are also responsible for making eddy covariance measurements of H2O, CO2, sensible heat, and CH4 exchange between a rice paddy and the atmosphere. The research objectives of the Mayberry Wetland, Sherman Island, and Twitchell Island sites are as follows: 1) Describe differences in the fluxes of CO2, CH4, H2O, and energy between different land uses; 2) Understand the mechanisms controlling these fluxes; 3) Use ecosystem modeling to understand controls on these mechanisms under different environmental scenarios. These three sites were selected to capture a wide range of inundated conditions within the Sacramento-San Joaquin River Delta. The research focuses on the eddy covariance technique to measure CH4, CO2, H2O, and energy fluxes and works to combine measurements of both net fluxes and partitioned fluxes in order to achieve a mechanistic understanding of the ecological controls on current and future carbon flux in the Delta.",NA,"The Twitchell Island site is a rice paddy that is owned by the state and managed by the California Department of Water Resources. While Bare Peat field was leveled for rice planting, the tower was installed on April 3, 2009. The rice paddy was converted from corn in 2007. In Summer 2009, Bispyribac-sodium and Pendimethalin herbicides were applied to the fields prior to rice planting and flooding, then pesticide and fertilizer application took place. Each year after rice is planted in the spring by drilling, the field is flooded. Then, the field is drained in early fall, rice is harvested, and the field site is moved.",NSF/California Department of Water Resources,0,455,NA,NA,http://nature.berkeley.edu/biometlab/fielddescription.html,NA,NA,NA,NA,NA,rice,Department of Water Resources,public,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-UMB,USA,DBF,45.5598,-84.7138,803,http://sites.fluxdata.org/US-UMB/,-5,NA,NA,1999,Eddy Covariance,CO2,NA,234,5.83,Flat,NA,NA,FLAT,Fire,Continuous operation,NA,10.1890/12-1554.1,"Gough CM, Hardiman BS, Nave LE, Bohrer G, Maurer KD, Vogel CS, Nadelhoffer KJ, Curtis PS. (2013) Sustained carbon uptake and storage following moderate disturbance in a Great Lakes forest. Ecological Applications 23:1202<d0>1215.",Reference,"The research objectives of the University of Michigan Biological Station (UMBS) site are to address questions of ecosystem/atmosphere linkages that are general in nature and which will contribute to large-scale carbon cycle modeling efforts, and to test hypotheses specific to the upper Great Lakes forest ecosystems that will further our understanding of productivity controls over these regionally important communities.",NA,"The UMBS site is located within a protected forest owned by the University of Michigan. Arboreal composition of the forest consists of mid-aged northern hardwoods, conifer understory, aspen, and old growth hemlock. Logging of local white pines began in 1879. In successive years, several other species were harvested. Logging was discontinued in 1980 when the land became protected under the private ownership of the University of Michigan. Patchy low- to high-intensity wildfires occurred yearly from 1880 - 1920, essentially burning the entire region.",DOE/NICCR/NOAA/NSF/Ameriflux,NA,3000,Direct power,triangle,http://flux.org.ohio-state.edu/,NA,medium; Patchy fires occurred yearly from 1880 - 1920 that essentially burned the entire region.  Fires were from low - high intensity.,18800107,Clearcutting,NA,NA,University of Michigan,private,MI,Nature induced burn,uyssaert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-UMd,USA,DBF,45.5625,-84.6975,803,http://sites.fluxdata.org/US-UMd/,-5,NA,NA,2007,Eddy Covariance,CO2,NA,239,5.83,Flat,W,NA,FLAT,Forestry,Continuous operation,NA,10.1029/2011JG001758.,"Gough CM, Hardiman BS, Nave LE, Bohrer G, Maurer KD, Vogel CS, Nadelhoffer KJ, Curtis PS. (2013) Sustained carbon uptake and storage following moderate disturbance in a Great Lakes forest. Ecological Applications 23:1202<d0>1215.",Reference,"The research objectives of the University of Michigan Biological Station are to address questions of ecosystem/atmosphere linkages that are general in nature and which will contribute to large-scale carbon cycle modeling efforts, and to test hypotheses specific to the upper Great Lakes forest ecosystems that will further understanding of productivity controls over these regionally important communities. The research focus at the UMBS Disturbance site is to examine carbon cycling processes following the transition from aspen dominated ecosystems to those of later-successional species with biologically and structurally more complex canopies.",NA,"The UMBS Disturbance site is an artificial disturbance site that has recently been created as part of the Forest Accelerate Succession ExperimenT (FASET). In Spring 2008, every aspen and birch tree (>6,700, ~35% canopy LAI), the dominant early successional trees, were girdled over 39 ha of the FASET treatment plot to stimulate a disturbance that will move the forest into a later successional stage, dominated by maples, oaks, and white pine. This treatment caused aspen and birch mortality within 2 - 3 years. As a result of the changed canopy structure, there is a divergence in net ecosystem exchange between the control plot (enhanced carbon uptake) and the treatment plot (reduced carbon uptake).",DOE/NSF,NA,3000,Direct power,triangle,http://flux.org.ohio-state.edu/,NA,NA,NA,NA,NA,NA,University of Michigan,private,MI,NA,From CDIAC Tom Boden database dump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Var,USA,GRA,38.4133,-120.9507,559,http://sites.fluxdata.org/US-Var/,-8,NA,NA,20001101,Eddy Covariance,CO2,NA,129,15.8,"Medium Slope (>2 %, <5%)",NA,"This research was supported in part by the Office of Science (BER), U.S. Department of Energy, Grant No. DE-FG02-03ER63638",NA,Grazing,Continuous operation,multi-site synthesis or exclusive use of these data,NA,"D. D. Baldocchi; L. K. Xu; N. Kiang. 2004. How plant functional-type, weather, seasonal drought, and soil physical properties alter water and energy fluxes of an oak-grass savanna and an annual grasslandAgricultural and Forest Meteorology. 123:1-2, 13-39.",Reference,"The research approach of the University of California, Berkeley Biometeorology Laboratory involves the coordinated use of experimental measurements and theoretical models to understand the physical, biological, and chemical processes that control trace gas fluxes between the biosphere and atmosphere and to quantify their temporal and spatial variations. The research objectives of the Vaira Ranch site span from overall project goals to publication-specific topics. They are as follows: 1) Comparing radiative, convective and latent energy flux densities of an annual grassland over the course of multiple growing seasons; 2) The relative contributions of vegetation and the soil on CO2 and water vapor exchange; 3) Spatial variability of understory fluxes; 4) The impact of sloping terrain on the interpretation of flux covariances; 5) Characterize evapotranspiration, energy fluxes and related bulk parameters in monthly and annual timescales; 6) Investigate which abiotic and biotic factors control the interannual variability of water and energy fluxes; 7) The influence of growing season length on annual evapotranspiration amount; 8) Transition timing of energy-limited to water-limited modulate annual amount of evapotranspiration; 9) The controlling factors of evapotranspiration and atmospheric demand or stomatal regulation; 10) The response of evapotranspiration to changes in solar radiation amounts in water-limited and energy-limited periods.",NA,"Located in the lower foothills of the Sierra Nevada Mountains on privately owned land, the Vaira Ranch site is classified as a grassland dominated by C3 annual grasses. Managed by local rancher, Fran Vaira, brush has been periodically removed for cattle grazing. Species include a variety of grasses and herbs, including purple false brome, smooth cat's ear, and rose clover. Growing season is confined to the wet season only, typically from October to early May.",DOE/TCP,0,NA,Solar panels,tripod,http://nature.berkeley.edu/biometlab/sites.php?tab=US-Var,NA,grazing intensity: ~100 cows per 900 acres.,NA,NA,NA,annual grasses and forbs,Vaira Family,private,CA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA
US-WCr,USA,DBF,45.8059,-90.0799,787,http://sites.fluxdata.org/US-WCr/,-6,NA,NA,1999,Eddy Covariance,CO2,NA,520.00,4.02,Gentle slope (<2 %),W,NA,SE,Forestry,Continuous operation,NA,10.1016/j.agrformet.2004.06.008,"A. S. Denning; M. Nicholls; L. Prihodko; I. Baker; P. L. Vidale; K. Davis; P. Bakwin. 2003. Simulated variations in atmospheric CO2 over a Wisconsin forest using a coupled ecosystem-atmosphere modelGlobal Change Biology. 9:9, 1241-1250.",Reference,"The research and science objectives of the Willow Creek site are as follows: 1) Continuously measure the turbulent fluxes of carbon, water vapor, and temperature above an upland deciduous forest; 2) Quantify the differential impact of environmental drivers, radiation, and vapor pressure deficit in an upland forest; 3) Determine the key driver, radiation or vapor pressure deficit, of flux data for each tower year, and on the basis of this analysis apply the appropriate model to help explain observed intersite, interannual, and interseasonal variation in evapotranspiration; 4) Contribute to cross-site comparisons of biometric estimates of annual carbon storage to assess the viability of a synthesis that could provide an independant constraint on meteorologically based estimates of the same variable. (Mackay et al. (2007); Cook et al. (2004); Curtis et al. (2002))",NA,"Upland decduous broadleaf forest.  Mainly sugar maple, also basswood.  Uniform stand atop a very modest hill.  Clearcut approximately 80 years ago.  Chosen to be representative of the upland deciduous broadleaf forests within the WLEF tall tower flux footprint.  It appears to be more heavily forested and more productive than most of the upland deciduous broadleaf forests in the WLEF flux footprint (see publications for more details).  It is also important that SE winds are screened from the flux data (see Cook et al, 2004 for details).  Propane generator power.",DOE Ameriflux Network Management Project,100,1000,Gasoline generator,triangle,http://flux.aos.wisc.edu/twiki/bin/view/Main/ChEASData,NA,removed; 2007 Fluxnet File,1993,Clearcutting,No flux measurements 2007- mid 2010,"sugar maple (Acer saccharum), basswood (Tilia americana), and yellow birch (Betula alleghaniensis).",USDA-Forest Service.  Chequamegon-Nicollet National Forest.,public,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Whs,USA,OSH,31.7438,-110.0522,320,http://sites.fluxdata.org/US-Whs/,-7,NA,NA,20070629,Eddy Covariance,CO2,NA,1370,17.6,Undulated/Variable,W,NA,S,Undisturbed,Continuous operation,NA,10.1111/gcb.13222,"Biederman, J.A., Scott, R.L., Goulden, M.L., Vargas, R., Litvak, M.E., Kolb, T.E., Yepez, E.A., Oechel, W.C., Blanken, P.D., Bell, T.W., Garatuza-Payan, J., Maurer, G.E., Dore, S. and Burns, S.P. 2016. Terrestrial carbon balance in a drier world: the effects of water availability in southwestern North America. Global Change Biology, 22, 1867-1879.",Reference,"Desert shrubland carbon and water cycling, ET partitioning, soil respiration",NA,"A semiarid Chihuahuan Desert shrubland located in the USDA-ARS Walnut Gulch Experimental Watershed (WGEW) surrounding the town of Tombstone, AZ. The site vegetation is comprised of a diverse stand of mainly Chihuahuan desert shrub species like acacia constricta, larrea tridentata, and florensia cernua.","USDA, DOE-Ameriflux",0,1500,Solar panels,triangle,https://www.ars.usda.gov/pacific-west-area/tucson-az/southwest-watershed-research,NA,NA,NA,NA,NA,NA,Leased AZ State Public land,public,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Wi0,USA,ENF,46.6188,-91.0814,NA,http://sites.fluxdata.org/US-Wi0/,-6,NA,2002,2002,Eddy Covariance,CO2,NA,349,NA,"Significant Slope (>5%, <10%)",NA,NA,NA,NA,Continuous operation,NA,NA,"2. Noormets, A., A. Desai, B.D. Cook, D.M. Ricciuto, E.S. Euskirchen, K. Davis, P. Bolstad, H.P. Schmid, C.S. Vogel, E.V. Carey, H.-B. Su and J. Chen 2007. Moisture sensitivity of ecosystem respiration: comparison of 14 forest ecosystems in the Upper Great Lakes Region, USA. Agricultural and Forest Meteorology:In press.",Reference,"The research and science objectives of the Wisconsin Young Red Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)",NA,"The Wisconsin Young Red Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. Thinned every 7 years until they reach 100 to 150 years of age, the red pine plantations of all ages occupy approximately 25% of the region.",NSF,NA,NA,NA,NA,http://research.eeescience.utoledo.edu/lees/research/carbon/,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Wi1,USA,DBF,46.7305,-91.2329,NA,http://sites.fluxdata.org/US-Wi1/,-6,NA,2003,2003,Eddy Covariance,CO2,NA,352,NA,"Significant Slope (>5%, <10%)",NA,NA,NA,NA,Continuous operation,NA,NA,"2. Noormets, A., A. Desai, B.D. Cook, D.M. Ricciuto, E.S. Euskirchen, K. Davis, P. Bolstad, H.P. Schmid, C.S. Vogel, E.V. Carey, H.-B. Su and J. Chen 2007. Moisture sensitivity of ecosystem respiration: comparison of 14 forest ecosystems in the Upper Great Lakes Region, USA. Agricultural and Forest Meteorology:In press.",Reference,"The research and science objectives of the Wisconsin Intermediate Hardwoods are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)",NA,"The Wisconsin Intermediate Hardwoods site is located in the Washburn Ranger District of the Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. The intermediate hardwoods site is one of ten sites that collectively represent the successional stages of development in the predominant stand types of a physically homogeneous landscape. In 2001, northern hardwood stands of all ages occupied 45% of the region.",NSF,NA,NA,NA,NA,http://research.eeescience.utoledo.edu/lees/research/carbon/,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Wi2,USA,ENF,46.6869,-91.1528,NA,http://sites.fluxdata.org/US-Wi2/,-6,NA,2003,2003,Eddy Covariance,CO2,NA,395,NA,"Significant Slope (>5%, <10%)",NA,NA,NA,NA,Continuous operation,NA,NA,"2. Noormets, A., A. Desai, B.D. Cook, D.M. Ricciuto, E.S. Euskirchen, K. Davis, P. Bolstad, H.P. Schmid, C.S. Vogel, E.V. Carey, H.-B. Su and J. Chen 2007. Moisture sensitivity of ecosystem respiration: comparison of 14 forest ecosystems in the Upper Great Lakes Region, USA. Agricultural and Forest Meteorology:In press.",Reference,"The research and science objectives of the Wisconsin Intermediate Red Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)",NA,"The Wisconsin Intermediate Red Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. The intermediate red pine site is one of ten sites that collectively represent the successional stages of development in the predominant stand types of a physically homogeneous landscape. Thinned every 7 years until they reach 100 to 150 years of age, the red pine plantations of all ages occupy approximately 25% of the region.",NSF,NA,NA,NA,NA,http://research.eeescience.utoledo.edu/lees/research/carbon/,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Wi3,USA,DBF,46.6347,-91.0987,NA,http://sites.fluxdata.org/US-Wi3/,NA,NA,2004,2002,Eddy Covariance,CO2,NA,411,NA,"Significant Slope (>5%, <10%)",NA,NA,NA,NA,Continuous operation,NA,NA,"2. Noormets, A., A. Desai, B.D. Cook, D.M. Ricciuto, E.S. Euskirchen, K. Davis, P. Bolstad, H.P. Schmid, C.S. Vogel, E.V. Carey, H.-B. Su and J. Chen 2007. Moisture sensitivity of ecosystem respiration: comparison of 14 forest ecosystems in the Upper Great Lakes Region, USA. Agricultural and Forest Meteorology:In press.",Reference,"The research and science objectives of the Wisconsin Mature Hardwoods are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)",NA,"The Wisconsin Mature Hardwood site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. The mature hardwood stand represents a typical naturally regenerated second-growth forest, free of anthropogenic disturbances for at least 70 years.",NSF,NA,NA,NA,NA,http://research.eeescience.utoledo.edu/lees/research/carbon/,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Wi4,USA,ENF,46.7393,-91.1663,NA,http://sites.fluxdata.org/US-Wi4/,-6,NA,2005,2002,Eddy Covariance,CO2,NA,352,NA,"Significant Slope (>5%, <10%)",NA,NA,NA,NA,Continuous operation,NA,NA,"2. Noormets, A., A. Desai, B.D. Cook, D.M. Ricciuto, E.S. Euskirchen, K. Davis, P. Bolstad, H.P. Schmid, C.S. Vogel, E.V. Carey, H.-B. Su and J. Chen 2007. Moisture sensitivity of ecosystem respiration: comparison of 14 forest ecosystems in the Upper Great Lakes Region, USA. Agricultural and Forest Meteorology:In press.",Reference,"The research and science objectives of the Wisconsin Mature Red Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)",NA,"The Wisconsin Mature Red Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. Thinned every 7 years until they reach 100 to 150 years of age, the red pine plantations of all ages occupy approximately 25% of the region.",NSF,NA,NA,NA,NA,http://research.eeescience.utoledo.edu/lees/research/carbon/,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US-Wi5,USA,ENF,46.6531,-91.0858,NA,http://sites.fluxdata.org/US-Wi5/,-6,NA,2004,2004,Eddy Covariance,CO2,NA,353,NA,"Significant Slope (>5%, <10%)",NA,NA,NA,NA,Continuous operation,NA,NA,NA,NA,"The research and science objectives of the Wisconsin Mixed Young Jack Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)",NA,"The Wisconsin Mixed Young Jack Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. Clearcut on 40 to 70 year intervals, jack pine stands occupy approximately 13% of the region.",NSF,NA,NA,NA,NA,http://research.eeescience.utoledo.edu/lees/research/carbon/,NA,NA,NA,NA,NA,NA,NA,NA,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
